Column1.1,Column1.2
    9.9299793243e+00   ,8.1545215845e-01
    9.9499998093e+00   ,8.1679886580e-01
    9.9700202942e+00   ,8.1814557314e-01
    9.9900407791e+00   ,8.1949222088e-01
    1.0010061264e+01   ,8.2082486153e-01
    1.0030081749e+01   ,8.2214343548e-01
    1.0050102234e+01   ,8.2346194983e-01
    1.0070122719e+01   ,8.2478052378e-01
    1.0090143204e+01   ,8.2609909773e-01
    1.0110163689e+01   ,8.2741767168e-01
    1.0130184174e+01   ,8.2873618603e-01
    1.0150204659e+01   ,8.3005475998e-01
    1.0170225143e+01   ,8.3137333393e-01
    1.0190245628e+01   ,8.3269190788e-01
    1.0210266113e+01   ,8.3401042223e-01
    1.0230286598e+01   ,8.3532899618e-01
    1.0250307083e+01   ,8.3664757013e-01
    1.0270327568e+01   ,8.3796614408e-01
    1.0290348053e+01   ,8.3928465843e-01
    1.0310368538e+01   ,8.4060323238e-01
    1.0330389023e+01   ,8.4192180634e-01
    1.0350409508e+01   ,8.4324038029e-01
    1.0370429993e+01   ,8.4455895424e-01
    1.0390450478e+01   ,8.4587746859e-01
    1.0410470963e+01   ,8.4719604254e-01
    1.0430491447e+01   ,8.4851461649e-01
    1.0450511932e+01   ,8.4983319044e-01
    1.0470532417e+01   ,8.5115170479e-01
    1.0490552902e+01   ,8.5247027874e-01
    1.0510573387e+01   ,8.5377979279e-01
    1.0530593872e+01   ,8.5508096218e-01
    1.0550614357e+01   ,8.5638213158e-01
    1.0570634842e+01   ,8.5768336058e-01
    1.0590655327e+01   ,8.5898452997e-01
    1.0610675812e+01   ,8.6028569937e-01
    1.0630696297e+01   ,8.6158686876e-01
    1.0650716782e+01   ,8.6288803816e-01
    1.0670737267e+01   ,8.6418920755e-01
    1.0690757751e+01   ,8.6549037695e-01
    1.0710778236e+01   ,8.6679160595e-01
    1.0730798721e+01   ,8.6809277534e-01
    1.0750819206e+01   ,8.6939394474e-01
    1.0770839691e+01   ,8.7069511414e-01
    1.0790860176e+01   ,8.7199628353e-01
    1.0810880661e+01   ,8.7329745293e-01
    1.0830901146e+01   ,8.7459862232e-01
    1.0850921631e+01   ,8.7589985132e-01
    1.0870942116e+01   ,8.7720102072e-01
    1.0890962601e+01   ,8.7850219011e-01
    1.0910983086e+01   ,8.7980335951e-01
    1.0931003571e+01   ,8.8110452890e-01
    1.0951025009e+01   ,8.8240569830e-01
    1.0971044540e+01   ,8.8370686769e-01
    1.0991065979e+01   ,8.8500809669e-01
    1.1011085510e+01   ,8.8630515337e-01
    1.1031106949e+01   ,8.8759893179e-01
    1.1051126480e+01   ,8.8889271021e-01
    1.1071147919e+01   ,8.9018648863e-01
    1.1091167450e+01   ,8.9148026705e-01
    1.1111188889e+01   ,8.9277404547e-01
    1.1131208420e+01   ,8.9406782389e-01
    1.1151229858e+01   ,8.9536160231e-01
    1.1171250343e+01   ,8.9665538073e-01
    1.1191270828e+01   ,8.9794915915e-01
    1.1211291313e+01   ,8.9924293756e-01
    1.1231311798e+01   ,9.0053671598e-01
    1.1251332283e+01   ,9.0183049440e-01
    1.1271352768e+01   ,9.0312427282e-01
    1.1291373253e+01   ,9.0441805124e-01
    1.1311393738e+01   ,9.0571182966e-01
    1.1331414223e+01   ,9.0700560808e-01
    1.1351434708e+01   ,9.0829938650e-01
    1.1371455193e+01   ,9.0959316492e-01
    1.1391475677e+01   ,9.1088694334e-01
    1.1411496162e+01   ,9.1218072176e-01
    1.1431516647e+01   ,9.1347450018e-01
    1.1451537132e+01   ,9.1476827860e-01
    1.1471557617e+01   ,9.1606205702e-01
    1.1491578102e+01   ,9.1735583544e-01
    1.1511598587e+01   ,9.1862708330e-01
    1.1531619072e+01   ,9.1988164186e-01
    1.1551639557e+01   ,9.2113620043e-01
    1.1571660042e+01   ,9.2239075899e-01
    1.1591680527e+01   ,9.2364531755e-01
    1.1611701012e+01   ,9.2489987612e-01
    1.1631721497e+01   ,9.2615437508e-01
    1.1651741982e+01   ,9.2740893364e-01
    1.1671762466e+01   ,9.2866349220e-01
    1.1691782951e+01   ,9.2991805077e-01
    1.1711803436e+01   ,9.3117260933e-01
    1.1731823921e+01   ,9.3242716789e-01
    1.1751844406e+01   ,9.3368172646e-01
    1.1771864891e+01   ,9.3493628502e-01
    1.1791885376e+01   ,9.3619084358e-01
    1.1811905861e+01   ,9.3744540215e-01
    1.1831926346e+01   ,9.3869990110e-01
    1.1851946831e+01   ,9.3995445967e-01
    1.1871967316e+01   ,9.4120901823e-01
    1.1891987801e+01   ,9.4246357679e-01
    1.1912008286e+01   ,9.4371813536e-01
    1.1932028770e+01   ,9.4497269392e-01
    1.1952049255e+01   ,9.4622725248e-01
    1.1972069740e+01   ,9.4748181105e-01
    1.1992090225e+01   ,9.4873636961e-01
    1.2012110710e+01   ,9.4996392727e-01
    1.2032131195e+01   ,9.5117342472e-01
    1.2052151680e+01   ,9.5238292217e-01
    1.2072172165e+01   ,9.5359241962e-01
    1.2092192650e+01   ,9.5480191708e-01
    1.2112213135e+01   ,9.5601141453e-01
    1.2132233620e+01   ,9.5722091198e-01
    1.2152254105e+01   ,9.5843040943e-01
    1.2172274590e+01   ,9.5963990688e-01
    1.2192295074e+01   ,9.6084940434e-01
    1.2212315559e+01   ,9.6205890179e-01
    1.2232336044e+01   ,9.6326839924e-01
    1.2252356529e+01   ,9.6447789669e-01
    1.2272377014e+01   ,9.6568739414e-01
    1.2292397499e+01   ,9.6689689159e-01
    1.2312417984e+01   ,9.6810638905e-01
    1.2332438469e+01   ,9.6931588650e-01
    1.2352458954e+01   ,9.7052538395e-01
    1.2372479439e+01   ,9.7173488140e-01
    1.2392499924e+01   ,9.7294437885e-01
    1.2412520409e+01   ,9.7415387630e-01
    1.2432540894e+01   ,9.7536337376e-01
    1.2452561378e+01   ,9.7657287121e-01
    1.2472581863e+01   ,9.7778236866e-01
    1.2492602348e+01   ,9.7899186611e-01
    1.2512622833e+01   ,9.8019677401e-01
    1.2532643318e+01   ,9.8139894009e-01
    1.2552663803e+01   ,9.8260110617e-01
    1.2572684288e+01   ,9.8380327225e-01
    1.2592704773e+01   ,9.8500537872e-01
    1.2612725258e+01   ,9.8620754480e-01
    1.2632745743e+01   ,9.8740971088e-01
    1.2652766228e+01   ,9.8861187696e-01
    1.2672786713e+01   ,9.8981398344e-01
    1.2692807198e+01   ,9.9101614952e-01
    1.2712827682e+01   ,9.9221831560e-01
    1.2732848167e+01   ,9.9342048168e-01
    1.2752868652e+01   ,9.9462258816e-01
    1.2772889137e+01   ,9.9582475424e-01
    1.2792909622e+01   ,9.9702692032e-01
    1.2812930107e+01   ,9.9822908640e-01
    1.2832950592e+01   ,9.9943119287e-01
    1.2852971077e+01   ,1.0006333590e+00
    1.2872991562e+01   ,1.0018354654e+00
    1.2893012047e+01   ,1.0030376911e+00
    1.2913032532e+01   ,1.0042397976e+00
    1.2933053017e+01   ,1.0054420233e+00
    1.2953073502e+01   ,1.0066441298e+00
    1.2973093987e+01   ,1.0078462362e+00
    1.2993114471e+01   ,1.0090484619e+00
    1.3013134956e+01   ,1.0102525949e+00
    1.3033155441e+01   ,1.0114578009e+00
    1.3053175926e+01   ,1.0126630068e+00
    1.3073196411e+01   ,1.0138683319e+00
    1.3093216896e+01   ,1.0150735378e+00
    1.3113237381e+01   ,1.0162787437e+00
    1.3133257866e+01   ,1.0174840689e+00
    1.3153278351e+01   ,1.0186892748e+00
    1.3173298836e+01   ,1.0198944807e+00
    1.3193319321e+01   ,1.0210998058e+00
    1.3213339806e+01   ,1.0223050117e+00
    1.3233360291e+01   ,1.0235102177e+00
    1.3253380775e+01   ,1.0247155428e+00
    1.3273401260e+01   ,1.0259207487e+00
    1.3293421745e+01   ,1.0271259546e+00
    1.3313442230e+01   ,1.0283311605e+00
    1.3333462715e+01   ,1.0295364857e+00
    1.3353483200e+01   ,1.0307416916e+00
    1.3373503685e+01   ,1.0319468975e+00
    1.3393524170e+01   ,1.0331522226e+00
    1.3413544655e+01   ,1.0343574286e+00
    1.3433565140e+01   ,1.0355626345e+00
    1.3453585625e+01   ,1.0367679596e+00
    1.3473606110e+01   ,1.0379731655e+00
    1.3493626595e+01   ,1.0391783714e+00
    1.3513647079e+01   ,1.0403492451e+00
    1.3533667564e+01   ,1.0415034294e+00
    1.3553688049e+01   ,1.0426574945e+00
    1.3573708534e+01   ,1.0438116789e+00
    1.3593729019e+01   ,1.0449657440e+00
    1.3613749504e+01   ,1.0461199284e+00
    1.3633769989e+01   ,1.0472739935e+00
    1.3653790474e+01   ,1.0484281778e+00
    1.3673810959e+01   ,1.0495822430e+00
    1.3693831444e+01   ,1.0507364273e+00
    1.3713851929e+01   ,1.0518904924e+00
    1.3733872414e+01   ,1.0530446768e+00
    1.3753892899e+01   ,1.0541987419e+00
    1.3773913383e+01   ,1.0553529263e+00
    1.3793933868e+01   ,1.0565069914e+00
    1.3813954353e+01   ,1.0576611757e+00
    1.3833974838e+01   ,1.0588152409e+00
    1.3853995323e+01   ,1.0599694252e+00
    1.3874015808e+01   ,1.0611234903e+00
    1.3894036293e+01   ,1.0622776747e+00
    1.3914056778e+01   ,1.0634317398e+00
    1.3934077263e+01   ,1.0645859241e+00
    1.3954097748e+01   ,1.0657399893e+00
    1.3974118233e+01   ,1.0668941736e+00
    1.3994138718e+01   ,1.0680482388e+00
    1.4014159203e+01   ,1.0691869259e+00
    1.4034179688e+01   ,1.0703188181e+00
    1.4054200172e+01   ,1.0714507103e+00
    1.4074220657e+01   ,1.0725826025e+00
    1.4094241142e+01   ,1.0737144947e+00
    1.4114261627e+01   ,1.0748462677e+00
    1.4134282112e+01   ,1.0759781599e+00
    1.4154302597e+01   ,1.0771100521e+00
    1.4174323082e+01   ,1.0782419443e+00
    1.4194343567e+01   ,1.0793738365e+00
    1.4214364052e+01   ,1.0805057287e+00
    1.4234384537e+01   ,1.0816376209e+00
    1.4254405022e+01   ,1.0827695131e+00
    1.4274425507e+01   ,1.0839014053e+00
    1.4294445992e+01   ,1.0850332975e+00
    1.4314466476e+01   ,1.0861651897e+00
    1.4334486961e+01   ,1.0872970819e+00
    1.4354507446e+01   ,1.0884289742e+00
    1.4374527931e+01   ,1.0895608664e+00
    1.4394548416e+01   ,1.0906927586e+00
    1.4414568901e+01   ,1.0918246508e+00
    1.4434589386e+01   ,1.0929565430e+00
    1.4454609871e+01   ,1.0940883160e+00
    1.4474630356e+01   ,1.0952202082e+00
    1.4494650841e+01   ,1.0963521004e+00
    1.4514671326e+01   ,1.0974791050e+00
    1.4534691811e+01   ,1.0986039639e+00
    1.4554712296e+01   ,1.0997289419e+00
    1.4574732780e+01   ,1.1008539200e+00
    1.4594753265e+01   ,1.1019788980e+00
    1.4614773750e+01   ,1.1031038761e+00
    1.4634794235e+01   ,1.1042288542e+00
    1.4654814720e+01   ,1.1053538322e+00
    1.4674835205e+01   ,1.1064788103e+00
    1.4694855690e+01   ,1.1076037884e+00
    1.4714876175e+01   ,1.1087287664e+00
    1.4734896660e+01   ,1.1098537445e+00
    1.4754917145e+01   ,1.1109787226e+00
    1.4774937630e+01   ,1.1121037006e+00
    1.4794958115e+01   ,1.1132285595e+00
    1.4814978600e+01   ,1.1143535376e+00
    1.4834999084e+01   ,1.1154785156e+00
    1.4855019569e+01   ,1.1166034937e+00
    1.4875040054e+01   ,1.1177284718e+00
    1.4895060539e+01   ,1.1188534498e+00
    1.4915081024e+01   ,1.1199784279e+00
    1.4935101509e+01   ,1.1211034060e+00
    1.4955121994e+01   ,1.1222283840e+00
    1.4975142479e+01   ,1.1233533621e+00
    1.4995162964e+01   ,1.1244783401e+00
    1.5015183449e+01   ,1.1256049871e+00
    1.5035203934e+01   ,1.1267323494e+00
    1.5055224419e+01   ,1.1278597116e+00
    1.5075244904e+01   ,1.1289870739e+00
    1.5095265388e+01   ,1.1301144361e+00
    1.5115285873e+01   ,1.1312416792e+00
    1.5135306358e+01   ,1.1323690414e+00
    1.5155326843e+01   ,1.1334964037e+00
    1.5175347328e+01   ,1.1346237659e+00
    1.5195367813e+01   ,1.1357511282e+00
    1.5215388298e+01   ,1.1368783712e+00
    1.5235408783e+01   ,1.1380057335e+00
    1.5255429268e+01   ,1.1391330957e+00
    1.5275449753e+01   ,1.1402604580e+00
    1.5295470238e+01   ,1.1413877010e+00
    1.5315490723e+01   ,1.1425150633e+00
    1.5335511208e+01   ,1.1436424255e+00
    1.5355531693e+01   ,1.1447697878e+00
    1.5375552177e+01   ,1.1458971500e+00
    1.5395572662e+01   ,1.1470243931e+00
    1.5415593147e+01   ,1.1481517553e+00
    1.5435613632e+01   ,1.1492791176e+00
    1.5455634117e+01   ,1.1504064798e+00
    1.5475654602e+01   ,1.1515338421e+00
    1.5495675087e+01   ,1.1526610851e+00
    1.5515695572e+01   ,1.1537388563e+00
    1.5535716057e+01   ,1.1548018456e+00
    1.5555736542e+01   ,1.1558647156e+00
    1.5575757027e+01   ,1.1569275856e+00
    1.5595777512e+01   ,1.1579904556e+00
    1.5615797997e+01   ,1.1590533257e+00
    1.5635818481e+01   ,1.1601163149e+00
    1.5655838966e+01   ,1.1611791849e+00
    1.5675859451e+01   ,1.1622420549e+00
    1.5695879936e+01   ,1.1633049250e+00
    1.5715900421e+01   ,1.1643677950e+00
    1.5735920906e+01   ,1.1654307842e+00
    1.5755941391e+01   ,1.1664936543e+00
    1.5775961876e+01   ,1.1675565243e+00
    1.5795982361e+01   ,1.1686193943e+00
    1.5816002846e+01   ,1.1696822643e+00
    1.5836023331e+01   ,1.1707452536e+00
    1.5856043816e+01   ,1.1718081236e+00
    1.5876064301e+01   ,1.1728709936e+00
    1.5896084785e+01   ,1.1739338636e+00
    1.5916105270e+01   ,1.1749968529e+00
    1.5936125755e+01   ,1.1760597229e+00
    1.5956146240e+01   ,1.1771225929e+00
    1.5976166725e+01   ,1.1781854630e+00
    1.5996187210e+01   ,1.1792483330e+00
    1.6016208649e+01   ,1.1803236008e+00
    1.6036228180e+01   ,1.1814019680e+00
    1.6056247711e+01   ,1.1824803352e+00
    1.6076267242e+01   ,1.1835587025e+00
    1.6096286774e+01   ,1.1846370697e+00
    1.6116306305e+01   ,1.1857154369e+00
    1.6136325836e+01   ,1.1867939234e+00
    1.6156345367e+01   ,1.1878722906e+00
    1.6176364899e+01   ,1.1889506578e+00
    1.6196384430e+01   ,1.1900290251e+00
    1.6216403961e+01   ,1.1911073923e+00
    1.6236423492e+01   ,1.1921858788e+00
    1.6256443024e+01   ,1.1932642460e+00
    1.6276462555e+01   ,1.1943426132e+00
    1.6296482086e+01   ,1.1954209805e+00
    1.6316501617e+01   ,1.1964993477e+00
    1.6336521149e+01   ,1.1975777149e+00
    1.6356540680e+01   ,1.1986562014e+00
    1.6376560211e+01   ,1.1997345686e+00
    1.6396579742e+01   ,1.2008129358e+00
    1.6416599274e+01   ,1.2018913031e+00
    1.6436618805e+01   ,1.2029696703e+00
    1.6456638336e+01   ,1.2040480375e+00
    1.6476657867e+01   ,1.2051265240e+00
    1.6496677399e+01   ,1.2062048912e+00
    1.6516696930e+01   ,1.2072362900e+00
    1.6536716461e+01   ,1.2082573175e+00
    1.6556735992e+01   ,1.2092783451e+00
    1.6576755524e+01   ,1.2102993727e+00
    1.6596775055e+01   ,1.2113204002e+00
    1.6616794586e+01   ,1.2123414278e+00
    1.6636814117e+01   ,1.2133624554e+00
    1.6656833649e+01   ,1.2143834829e+00
    1.6676853180e+01   ,1.2154045105e+00
    1.6696872711e+01   ,1.2164255381e+00
    1.6716892242e+01   ,1.2174465656e+00
    1.6736911774e+01   ,1.2184675932e+00
    1.6756931305e+01   ,1.2194886208e+00
    1.6776950836e+01   ,1.2205096483e+00
    1.6796970367e+01   ,1.2215306759e+00
    1.6816989899e+01   ,1.2225517035e+00
    1.6837009430e+01   ,1.2235727310e+00
    1.6857028961e+01   ,1.2245937586e+00
    1.6877048492e+01   ,1.2256147861e+00
    1.6897068024e+01   ,1.2266358137e+00
    1.6917087555e+01   ,1.2276567221e+00
    1.6937107086e+01   ,1.2286777496e+00
    1.6957126617e+01   ,1.2296987772e+00
    1.6977146149e+01   ,1.2307198048e+00
    1.6997165680e+01   ,1.2317408323e+00
    1.7017185211e+01   ,1.2327777147e+00
    1.7037204742e+01   ,1.2338173389e+00
    1.7057224274e+01   ,1.2348570824e+00
    1.7077243805e+01   ,1.2358968258e+00
    1.7097263336e+01   ,1.2369365692e+00
    1.7117282867e+01   ,1.2379763126e+00
    1.7137302399e+01   ,1.2390160561e+00
    1.7157321930e+01   ,1.2400557995e+00
    1.7177341461e+01   ,1.2410955429e+00
    1.7197360992e+01   ,1.2421352863e+00
    1.7217380524e+01   ,1.2431750298e+00
    1.7237400055e+01   ,1.2442147732e+00
    1.7257419586e+01   ,1.2452545166e+00
    1.7277439117e+01   ,1.2462942600e+00
    1.7297458649e+01   ,1.2473340034e+00
    1.7317478180e+01   ,1.2483737469e+00
    1.7337497711e+01   ,1.2494134903e+00
    1.7357517242e+01   ,1.2504532337e+00
    1.7377536774e+01   ,1.2514929771e+00
    1.7397556305e+01   ,1.2525327206e+00
    1.7417575836e+01   ,1.2535724640e+00
    1.7437595367e+01   ,1.2546120882e+00
    1.7457614899e+01   ,1.2556518316e+00
    1.7477634430e+01   ,1.2566915751e+00
    1.7497653961e+01   ,1.2577313185e+00
    1.7517673492e+01   ,1.2587444782e+00
    1.7537693024e+01   ,1.2597535849e+00
    1.7557712555e+01   ,1.2607625723e+00
    1.7577732086e+01   ,1.2617716789e+00
    1.7597751617e+01   ,1.2627807856e+00
    1.7617771149e+01   ,1.2637897730e+00
    1.7637790680e+01   ,1.2647988796e+00
    1.7657810211e+01   ,1.2658079863e+00
    1.7677829742e+01   ,1.2668169737e+00
    1.7697849274e+01   ,1.2678260803e+00
    1.7717868805e+01   ,1.2688350677e+00
    1.7737888336e+01   ,1.2698441744e+00
    1.7757907867e+01   ,1.2708532810e+00
    1.7777927399e+01   ,1.2718622684e+00
    1.7797946930e+01   ,1.2728713751e+00
    1.7817966461e+01   ,1.2738803625e+00
    1.7837985992e+01   ,1.2748894691e+00
    1.7858005524e+01   ,1.2758985758e+00
    1.7878025055e+01   ,1.2769075632e+00
    1.7898044586e+01   ,1.2779166698e+00
    1.7918064117e+01   ,1.2789257765e+00
    1.7938083649e+01   ,1.2799347639e+00
    1.7958103180e+01   ,1.2809438705e+00
    1.7978122711e+01   ,1.2819528580e+00
    1.7998142242e+01   ,1.2829619646e+00
    1.8018161774e+01   ,1.2839496136e+00
    1.8038181305e+01   ,1.2849346399e+00
    1.8058200836e+01   ,1.2859196663e+00
    1.8078220367e+01   ,1.2869045734e+00
    1.8098239899e+01   ,1.2878895998e+00
    1.8118259430e+01   ,1.2888746262e+00
    1.8138278961e+01   ,1.2898596525e+00
    1.8158298492e+01   ,1.2908446789e+00
    1.8178318024e+01   ,1.2918297052e+00
    1.8198337555e+01   ,1.2928147316e+00
    1.8218357086e+01   ,1.2937996387e+00
    1.8238376617e+01   ,1.2947846651e+00
    1.8258396149e+01   ,1.2957696915e+00
    1.8278415680e+01   ,1.2967547178e+00
    1.8298435211e+01   ,1.2977397442e+00
    1.8318454742e+01   ,1.2987247705e+00
    1.8338474274e+01   ,1.2997097969e+00
    1.8358493805e+01   ,1.3006947041e+00
    1.8378513336e+01   ,1.3016797304e+00
    1.8398532867e+01   ,1.3026647568e+00
    1.8418552399e+01   ,1.3036497831e+00
    1.8438571930e+01   ,1.3046348095e+00
    1.8458591461e+01   ,1.3056198359e+00
    1.8478610992e+01   ,1.3066048622e+00
    1.8498630524e+01   ,1.3075897694e+00
    1.8518650055e+01   ,1.3085901737e+00
    1.8538669586e+01   ,1.3095920086e+00
    1.8558689117e+01   ,1.3105937243e+00
    1.8578708649e+01   ,1.3115955591e+00
    1.8598728180e+01   ,1.3125972748e+00
    1.8618747711e+01   ,1.3135991096e+00
    1.8638767242e+01   ,1.3146009445e+00
    1.8658786774e+01   ,1.3156026602e+00
    1.8678806305e+01   ,1.3166044950e+00
    1.8698825836e+01   ,1.3176062107e+00
    1.8718845367e+01   ,1.3186080456e+00
    1.8738864899e+01   ,1.3196098804e+00
    1.8758884430e+01   ,1.3206115961e+00
    1.8778903961e+01   ,1.3216134310e+00
    1.8798923492e+01   ,1.3226151466e+00
    1.8818943024e+01   ,1.3236169815e+00
    1.8838962555e+01   ,1.3246186972e+00
    1.8858982086e+01   ,1.3256205320e+00
    1.8879001617e+01   ,1.3266223669e+00
    1.8899021149e+01   ,1.3276240826e+00
    1.8919040680e+01   ,1.3286259174e+00
    1.8939060211e+01   ,1.3296276331e+00
    1.8959079742e+01   ,1.3306294680e+00
    1.8979099274e+01   ,1.3316311836e+00
    1.8999118805e+01   ,1.3326330185e+00
    1.9019138336e+01   ,1.3335853815e+00
    1.9039157867e+01   ,1.3345344067e+00
    1.9059177399e+01   ,1.3354834318e+00
    1.9079196930e+01   ,1.3364324570e+00
    1.9099216461e+01   ,1.3373813629e+00
    1.9119235992e+01   ,1.3383303881e+00
    1.9139255524e+01   ,1.3392794132e+00
    1.9159275055e+01   ,1.3402283192e+00
    1.9179294586e+01   ,1.3411773443e+00
    1.9199314117e+01   ,1.3421263695e+00
    1.9219333649e+01   ,1.3430752754e+00
    1.9239353180e+01   ,1.3440243006e+00
    1.9259372711e+01   ,1.3449733257e+00
    1.9279392242e+01   ,1.3459223509e+00
    1.9299411774e+01   ,1.3468712568e+00
    1.9319431305e+01   ,1.3478202820e+00
    1.9339450836e+01   ,1.3487693071e+00
    1.9359470367e+01   ,1.3497182131e+00
    1.9379489899e+01   ,1.3506672382e+00
    1.9399509430e+01   ,1.3516162634e+00
    1.9419528961e+01   ,1.3525652885e+00
    1.9439548492e+01   ,1.3535141945e+00
    1.9459568024e+01   ,1.3544632196e+00
    1.9479587555e+01   ,1.3554122448e+00
    1.9499607086e+01   ,1.3563611507e+00
    1.9519626617e+01   ,1.0548299789e+01
    1.9539646149e+01   ,2.0079837799e+01
    1.9559665680e+01   ,2.9611377716e+01
    1.9579685211e+01   ,3.9142913818e+01
    1.9599704742e+01   ,4.8674453735e+01
    1.9619724274e+01   ,5.8205989838e+01
    1.9639743805e+01   ,6.7737525940e+01
    1.9659763336e+01   ,7.7269065857e+01
    1.9679782867e+01   ,8.6800605774e+01
    1.9699802399e+01   ,9.6332138062e+01
    1.9719821930e+01   ,1.0586367798e+02
    1.9739841461e+01   ,1.1539521027e+02
    1.9759860992e+01   ,1.2492675781e+02
    1.9779880524e+01   ,1.3445829773e+02
    1.9799900055e+01   ,1.4398985291e+02
    1.9819919586e+01   ,1.5352137756e+02
    1.9839939117e+01   ,1.6305291748e+02
    1.9859958649e+01   ,1.7258444214e+02
    1.9879978180e+01   ,1.8211599731e+02
    1.9899997711e+01   ,1.9164753723e+02
    1.9920017242e+01   ,2.0117906189e+02
    1.9940036774e+01   ,2.1071061707e+02
    1.9960056305e+01   ,2.2024214172e+02
    1.9980075836e+01   ,2.2977368164e+02
    0.0000000000e+00   ,2.3943780518e+02
endplot,
